TRIGGER,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4
0.0,0.004034487060546875,0.003993333251953125,0.00415846142578125,0.0040673076171875,0.0041239741210937495,0.00417,0.004140256347656249,0.004176153808593749,0.00416884619140625,0.00418653857421875,0.004544871582031249,0.00443846142578125,0.00428487158203125,0.00441243603515625
0.0,0.0040326923828125,0.0039991025390624995,0.0041580771484375,0.00406935888671875,0.0041287177734374994,0.00416858984375,0.0041378203125,0.00418141015625,0.00417115380859375,0.00419025634765625,0.0045478203125,0.004444615234375,0.00428102587890625,0.00441576904296875
0.0,0.005542820312499999,0.003051025634765625,0.0078491025390625,0.0019673077392578123,0.004861282226562499,0.0044639741210937495,0.0038398718261718747,0.0050541025390625,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12
0.0,0.00402564111328125,0.003998333251953125,0.0041505126953125,0.004070769287109375,0.004135,0.0041673076171875,0.00413641015625,0.004176538574218749,0.004166794921875,0.0041773076171875,0.0045378203124999995,0.00444358984375,0.0042694873046875,0.0044073076171875
0.0,0.004023205078125,0.00399974365234375,0.004153205078125,0.004075769287109374,0.00414384619140625,0.0041769228515625,0.004152179687499999,0.0041791025390625,0.004158205078124999,0.0041705126953125,0.0045297436523437495,0.0044399999999999995,0.00426,0.00439987158203125
0.0,0.0040273076171875,0.00400064111328125,0.00415358984375,0.00407884619140625,0.0041505126953125,0.00418846142578125,0.00417602587890625,0.004194487304687499,0.00415666650390625,0.0041691025390624996,0.00452564111328125,0.0044369228515625,0.0042526923828125,0.00439884619140625
0.0,0.0040196154785156245,0.0039924357910156244,0.00414115380859375,0.00406974365234375,0.004145384765624999,0.00418756396484375,0.004175,0.00419602587890625,0.00415474365234375,0.00415705126953125,0.0045130771484375,0.0044262822265625,0.004239615234375,0.00438756396484375
0.0,0.00560846142578125,0.002657179443359375,0.0078491025390625,0.0019016666259765625,0.0006603845825195312,0.0038075642089843748,0.0037414101562499996,0.00511974365234375,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12
0.0,0.004005512939453125,0.003985384521484375,0.00413602587890625,0.0040576923828124995,0.00413897412109375,0.00418756396484375,0.00417602587890625,0.00419474365234375,0.00415397412109375,0.00414833349609375,0.0045010258789062495,0.0044155126953125,0.00422474365234375,0.0043755126953125
0.0,0.004004615478515625,0.00398641015625,0.00414256396484375,0.004059230712890625,0.00414012841796875,0.004189615234375,0.00418641015625,0.0041994873046875,0.0041628203125,0.00414884619140625,0.00449935888671875,0.00441512841796875,0.00422166650390625,0.00437666650390625
0.0,0.004006281982421875,0.00398,0.00413974365234375,0.0040575642089843746,0.0041323076171875,0.00417897412109375,0.004176794921875,0.00419115380859375,0.00416423095703125,0.0041462822265625,0.0045010258789062495,0.00441166650390625,0.00422576904296875,0.00437474365234375
0.0,0.004002564208984375,0.0039758974609375,0.00413294873046875,0.004049487060546875,0.0041196152343749995,0.0041726923828125,0.0041644873046875,0.004179615234375,0.0041606411132812495,0.00414794873046875,0.004499615234375,0.0044092309570312495,0.0042289741210937495,0.004370512695312499
0.0,0.00560846142578125,0.0009505128173828124,0.0078491025390625,0.0019016666259765625,0.0060428203125,0.0015757691650390624,0.003774230712890625,0.0050869228515625,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12
0.0,0.004009871826171875,0.003990384521484375,0.00414205126953125,0.004061025634765625,0.004126666503906249,0.0041844873046875,0.00416858984375,0.00418346142578125,0.004169615234375,0.00416205126953125,0.004506794921875,0.004421794921875,0.00423833349609375,0.0043844873046874995
0.0,0.004025,0.004001410156249999,0.0041555126953124995,0.004076794921875,0.00413653857421875,0.0041891025390625,0.00416833349609375,0.00419243603515625,0.0041778203124999995,0.0041721796874999995,0.004521794921875,0.0044373076171875,0.00425102587890625,0.0044021796875
0.0,0.004023076904296875,0.003996666748046875,0.0041555126953124995,0.0040684614257812494,0.0041328203124999996,0.0041762822265625,0.00415435888671875,0.0041858974609375,0.0041712822265625,0.004169358886718749,0.0045237177734375,0.00443435888671875,0.00424974365234375,0.0043997436523437496
0.0,0.0040173076171875,0.003997179443359374,0.004150384765625,0.004062820556640625,0.00413205126953125,0.0041742309570312495,0.0041505126953125,0.0041778203124999995,0.0041666665039062495,0.0041674360351562495,0.0045191025390625,0.0044288461914062495,0.00424256396484375,0.004395384765625
0.0,0.00560846142578125,0.001738205078125,0.007881922851562499,0.0019344871826171874,0.0017106409912109374,0.0026260256347656248,0.0037414101562499996,0.0050541025390625,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12,-8.959999831859022e-12
0.0,0.00402525634765625,0.004006153808593749,0.00415615380859375,0.00407794873046875,0.004140641113281249,0.00418756396484375,0.00416346142578125,0.0041901284179687494,0.0041728203125,0.00417397412109375,0.00452641015625,0.0044376923828125,0.00424923095703125,0.0044030771484375
0.0,0.004018076904296875,0.0039991025390624995,0.004155,0.00407705126953125,0.00414115380859375,0.00419102587890625,0.0041723076171875,0.0042037177734375,0.00417294873046875,0.0041705126953125,0.0045244873046875,0.00443294873046875,0.0042473076171874995,0.004395384765625
0.0,0.0040016667480468745,0.0039879487304687496,0.0041378203125,0.00405794873046875,0.0041341025390625,0.0041858974609375,0.00417641015625,0.00420346142578125,0.00416794873046875,0.00415564111328125,0.0045055126953125,0.00441897412109375,0.00422987158203125,0.0043780771484374995
0.0,0.004007820556640625,0.00399435888671875,0.0041394873046875,0.004062564208984375,0.0041376923828125,0.0041887177734375,0.00418641015625,0.00420487158203125,0.004169358886718749,0.0041544873046875,0.0045066665039062495,0.0044262822265625,0.00422653857421875,0.00438384619140625
